,Date,Coal_Future_Price
2065,2017-08-29,89.55
2066,2017-08-30,89.1
2067,2017-08-31,87.65
2068,2017-09-01,88.05
2069,2017-09-02,88.05
2070,2017-09-03,88.05
2071,2017-09-04,88.6
2072,2017-09-05,89.15
2073,2017-09-06,89.15
2074,2017-09-07,89.15
2075,2017-09-08,89.8
2076,2017-09-09,89.8
2077,2017-09-10,89.8
2078,2017-09-11,90.15
2079,2017-09-12,90.0
2080,2017-09-13,91.25
2081,2017-09-14,91.8
2082,2017-09-15,91.7
2083,2017-09-16,91.7
2084,2017-09-17,91.7
2085,2017-09-18,91.65
2086,2017-09-19,92.35
2087,2017-09-20,92.25
2088,2017-09-21,91.6
2089,2017-09-22,91.75
2090,2017-09-23,91.75
2091,2017-09-24,91.75
2092,2017-09-25,92.75
2093,2017-09-26,91.75
2094,2017-09-27,91.5
2095,2017-09-28,91.45
2096,2017-09-29,91.4
2097,2017-09-30,91.4
2098,2017-10-01,91.4
2099,2017-10-02,90.65
2100,2017-10-03,91.8
2101,2017-10-04,92.5
2102,2017-10-05,92.25
2103,2017-10-06,90.8
2104,2017-10-07,90.8
2105,2017-10-08,90.8
2106,2017-10-09,90.8
2107,2017-10-10,90.85
2108,2017-10-11,90.55
2109,2017-10-12,91.4
2110,2017-10-13,91.2
2111,2017-10-14,91.2
2112,2017-10-15,91.2
2113,2017-10-16,92.05
2114,2017-10-17,92.3
2115,2017-10-18,92.5
2116,2017-10-19,91.85
2117,2017-10-20,91.95
2118,2017-10-21,91.95
2119,2017-10-22,91.95
2120,2017-10-23,91.8
2121,2017-10-24,92.35
2122,2017-10-25,91.95
2123,2017-10-26,92.15
2124,2017-10-27,92.35
2125,2017-10-28,92.35
2126,2017-10-29,92.35
2127,2017-10-30,93.05
2128,2017-10-31,94.8
2129,2017-11-01,95.25
2130,2017-11-02,95.05
2131,2017-11-03,94.0
2132,2017-11-04,94.0
2133,2017-11-05,94.0
2134,2017-11-06,94.75
2135,2017-11-07,94.8
2136,2017-11-08,94.95
2137,2017-11-09,94.7
2138,2017-11-10,95.35
2139,2017-11-11,95.35
2140,2017-11-12,95.35
2141,2017-11-13,94.75
2142,2017-11-14,94.25
2143,2017-11-15,93.85
2144,2017-11-16,93.95
2145,2017-11-17,93.8
2146,2017-11-18,93.8
2147,2017-11-19,93.8
2148,2017-11-20,94.05
2149,2017-11-21,93.8
2150,2017-11-22,93.9
2151,2017-11-23,94.1
2152,2017-11-24,94.3
2153,2017-11-25,94.3
2154,2017-11-26,94.3
2155,2017-11-27,91.85
2156,2017-11-28,92.05
2157,2017-11-29,93.0
2158,2017-11-30,92.7
2159,2017-12-01,92.7
2160,2017-12-02,92.7
2161,2017-12-03,92.7
2162,2017-12-04,93.55
2163,2017-12-05,93.35
2164,2017-12-06,93.9
2165,2017-12-07,93.7
2166,2017-12-08,94.4
2167,2017-12-09,94.4
2168,2017-12-10,94.4
2169,2017-12-11,94.7
2170,2017-12-12,95.3
2171,2017-12-13,95.0
2172,2017-12-14,95.1
2173,2017-12-15,95.15
2174,2017-12-16,95.15
2175,2017-12-17,95.15
2176,2017-12-18,95.1
2177,2017-12-19,94.85
2178,2017-12-20,94.85
2179,2017-12-21,94.8
2180,2017-12-22,94.8
2181,2017-12-23,94.8
2182,2017-12-24,94.8
2183,2017-12-25,94.8
2184,2017-12-26,94.8
2185,2017-12-27,94.8
2186,2017-12-28,94.8
2187,2017-12-29,94.8
2188,2017-12-30,94.8
2189,2017-12-31,94.8
2190,2018-01-01,94.8
2191,2018-01-02,96.65
2192,2018-01-03,96.45
2193,2018-01-04,96.15
2194,2018-01-05,96.25
2195,2018-01-06,96.25
2196,2018-01-07,96.25
2197,2018-01-08,96.45
2198,2018-01-09,96.1
2199,2018-01-10,95.65
2200,2018-01-11,95.4
2201,2018-01-12,95.55
2202,2018-01-13,95.55
2203,2018-01-14,95.55
2204,2018-01-15,95.5
2205,2018-01-16,95.35
2206,2018-01-17,95.2
2207,2018-01-18,95.0
2208,2018-01-19,95.2
2209,2018-01-20,95.2
2210,2018-01-21,95.2
2211,2018-01-22,95.25
2212,2018-01-23,95.25
2213,2018-01-24,95.15
2214,2018-01-25,95.2
2215,2018-01-26,95.3
2216,2018-01-27,95.3
2217,2018-01-28,95.3
2218,2018-01-29,91.2
2219,2018-01-30,90.85
2220,2018-01-31,89.6
2221,2018-02-01,87.75
2222,2018-02-02,88.4
2223,2018-02-03,88.4
2224,2018-02-04,88.4
2225,2018-02-05,87.25
2226,2018-02-06,85.5
2227,2018-02-07,85.65
2228,2018-02-08,83.65
2229,2018-02-09,82.25
2230,2018-02-10,82.25
2231,2018-02-11,82.25
2232,2018-02-12,82.45
2233,2018-02-13,84.45
2234,2018-02-14,85.05
2235,2018-02-15,84.9
2236,2018-02-16,85.15
2237,2018-02-17,85.15
2238,2018-02-18,85.15
2239,2018-02-19,85.2
2240,2018-02-20,85.65
2241,2018-02-21,85.6
2242,2018-02-22,86.0
2243,2018-02-23,85.8
2244,2018-02-24,85.8
2245,2018-02-25,85.8
2246,2018-02-26,83.55
2247,2018-02-27,82.05
2248,2018-02-28,81.55
2249,2018-03-01,79.2
2250,2018-03-02,78.95
2251,2018-03-03,78.95
2252,2018-03-04,78.95
2253,2018-03-05,80.05
2254,2018-03-06,81.1
2255,2018-03-07,81.5
2256,2018-03-08,81.1
2257,2018-03-09,81.3
2258,2018-03-10,81.3
2259,2018-03-11,81.3
2260,2018-03-12,80.95
2261,2018-03-13,81.35
2262,2018-03-14,81.05
2263,2018-03-15,80.95
2264,2018-03-16,80.0
2265,2018-03-17,80.0
2266,2018-03-18,80.0
2267,2018-03-19,79.5
2268,2018-03-20,80.5
2269,2018-03-21,80.4
2270,2018-03-22,80.2
2271,2018-03-23,79.55
2272,2018-03-24,79.55
2273,2018-03-25,79.55
2274,2018-03-26,79.45
2275,2018-03-27,79.35
2276,2018-03-28,79.4
2277,2018-03-29,79.5
2278,2018-03-30,79.5
2279,2018-03-31,79.5
2280,2018-04-01,79.5
2281,2018-04-02,79.5
2282,2018-04-03,80.7
2283,2018-04-04,79.9
2284,2018-04-05,80.55
2285,2018-04-06,81.2
2286,2018-04-07,81.2
2287,2018-04-08,81.2
2288,2018-04-09,82.1
2289,2018-04-10,82.15
2290,2018-04-11,82.25
2291,2018-04-12,81.95
2292,2018-04-13,81.8
2293,2018-04-14,81.8
2294,2018-04-15,81.8
2295,2018-04-16,81.85
2296,2018-04-17,81.15
2297,2018-04-18,81.3
2298,2018-04-19,81.8
2299,2018-04-20,81.8
2300,2018-04-21,81.8
2301,2018-04-22,81.8
2302,2018-04-23,81.95
2303,2018-04-24,81.8
2304,2018-04-25,81.8
2305,2018-04-26,81.7
2306,2018-04-27,81.8
2307,2018-04-28,81.8
2308,2018-04-29,81.8
2309,2018-04-30,85.2
2310,2018-05-01,85.3
2311,2018-05-02,85.1
2312,2018-05-03,85.2
2313,2018-05-04,85.25
2314,2018-05-05,85.25
2315,2018-05-06,85.25
2316,2018-05-07,85.25
2317,2018-05-08,86.75
2318,2018-05-09,87.1
2319,2018-05-10,88.1
2320,2018-05-11,88.45
2321,2018-05-12,88.45
2322,2018-05-13,88.45
2323,2018-05-14,89.65
2324,2018-05-15,89.5
2325,2018-05-16,89.7
2326,2018-05-17,90.2
2327,2018-05-18,89.6
2328,2018-05-19,89.6
2329,2018-05-20,89.6
2330,2018-05-21,89.6
2331,2018-05-22,89.65
2332,2018-05-23,89.45
2333,2018-05-24,89.75
2334,2018-05-25,89.6
2335,2018-05-26,89.6
2336,2018-05-27,89.6
2337,2018-05-28,92.6
2338,2018-05-29,94.2
2339,2018-05-30,95.75
2340,2018-05-31,95.0
2341,2018-06-01,95.3
2342,2018-06-02,95.3
2343,2018-06-03,95.3
2344,2018-06-04,95.75
2345,2018-06-05,94.9
2346,2018-06-06,94.8
2347,2018-06-07,95.4
2348,2018-06-08,95.5
2349,2018-06-09,95.5
2350,2018-06-10,95.5
2351,2018-06-11,96.15
2352,2018-06-12,96.85
2353,2018-06-13,96.8
2354,2018-06-14,96.75
2355,2018-06-15,96.5
2356,2018-06-16,96.5
2357,2018-06-17,96.5
2358,2018-06-18,96.8
2359,2018-06-19,97.0
2360,2018-06-20,96.6
2361,2018-06-21,96.0
2362,2018-06-22,96.0
2363,2018-06-23,96.0
2364,2018-06-24,96.0
2365,2018-06-25,96.1
2366,2018-06-26,96.05
2367,2018-06-27,96.0
2368,2018-06-28,96.0
2369,2018-06-29,96.0
2370,2018-06-30,96.0
2371,2018-07-01,96.0
2372,2018-07-02,98.75
2373,2018-07-03,99.4
2374,2018-07-04,99.75
2375,2018-07-05,100.4
2376,2018-07-06,100.2
2377,2018-07-07,100.2
2378,2018-07-08,100.2
2379,2018-07-09,101.95
2380,2018-07-10,102.2
2381,2018-07-11,102.6
2382,2018-07-12,101.55
2383,2018-07-13,101.4
2384,2018-07-14,101.4
2385,2018-07-15,101.4
2386,2018-07-16,100.7
2387,2018-07-17,100.8
2388,2018-07-18,101.85
2389,2018-07-19,100.95
2390,2018-07-20,100.15
2391,2018-07-21,100.15
2392,2018-07-22,100.15
2393,2018-07-23,100.75
2394,2018-07-24,100.9
2395,2018-07-25,100.95
2396,2018-07-26,101.0
2397,2018-07-27,101.0
2398,2018-07-28,101.0
2399,2018-07-29,101.0
2400,2018-07-30,94.8
2401,2018-07-31,95.1
2402,2018-08-01,95.15
2403,2018-08-02,94.75
2404,2018-08-03,94.45
2405,2018-08-04,94.45
2406,2018-08-05,94.45
2407,2018-08-06,96.05
2408,2018-08-07,96.75
2409,2018-08-08,96.4
2410,2018-08-09,96.45
2411,2018-08-10,96.85
2412,2018-08-11,96.85
2413,2018-08-12,96.85
2414,2018-08-13,97.6
2415,2018-08-14,98.2
2416,2018-08-15,97.6
2417,2018-08-16,97.85
2418,2018-08-17,98.2
2419,2018-08-18,98.2
2420,2018-08-19,98.2
2421,2018-08-20,98.2
2422,2018-08-21,97.5
2423,2018-08-22,96.9
2424,2018-08-23,96.95
2425,2018-08-24,97.0
2426,2018-08-25,97.0
2427,2018-08-26,97.0
2428,2018-08-27,98.0
2429,2018-08-28,97.6
2430,2018-08-29,97.9
2431,2018-08-30,97.9
2432,2018-08-31,97.9
2433,2018-09-01,97.9
2434,2018-09-02,97.9
2435,2018-09-03,99.3
2436,2018-09-04,100.75
2437,2018-09-05,101.45
2438,2018-09-06,101.0
2439,2018-09-07,99.75
2440,2018-09-08,99.75
2441,2018-09-09,99.75
2442,2018-09-10,100.25
2443,2018-09-11,100.95
2444,2018-09-12,100.5
2445,2018-09-13,100.4
2446,2018-09-14,99.5
2447,2018-09-15,99.5
2448,2018-09-16,99.5
2449,2018-09-17,99.35
2450,2018-09-18,98.65
2451,2018-09-19,100.3
2452,2018-09-20,99.65
2453,2018-09-21,100.3
2454,2018-09-22,100.3
2455,2018-09-23,100.3
2456,2018-09-24,100.35
2457,2018-09-25,100.3
2458,2018-09-26,100.3
2459,2018-09-27,100.35
2460,2018-09-28,100.15
2461,2018-09-29,100.15
2462,2018-09-30,100.15
2463,2018-10-01,101.8
2464,2018-10-02,101.2
2465,2018-10-03,101.65
2466,2018-10-04,100.8
2467,2018-10-05,101.35
2468,2018-10-06,101.35
2469,2018-10-07,101.35
2470,2018-10-08,101.3
2471,2018-10-09,100.8
2472,2018-10-10,99.9
2473,2018-10-11,99.1
2474,2018-10-12,99.1
2475,2018-10-13,99.1
2476,2018-10-14,99.1
2477,2018-10-15,99.1
2478,2018-10-16,99.05
2479,2018-10-17,99.3
2480,2018-10-18,99.7
2481,2018-10-19,100.5
2482,2018-10-20,100.5
2483,2018-10-21,100.5
2484,2018-10-22,100.35
2485,2018-10-23,100.4
2486,2018-10-24,100.35
2487,2018-10-25,100.4
2488,2018-10-26,100.2
2489,2018-10-27,100.2
2490,2018-10-28,100.2
2491,2018-10-29,99.2
2492,2018-10-30,98.7
2493,2018-10-31,97.55
2494,2018-11-01,95.35
2495,2018-11-02,96.1
2496,2018-11-03,96.1
2497,2018-11-04,96.1
2498,2018-11-05,94.7
2499,2018-11-06,93.25
2500,2018-11-07,94.0
2501,2018-11-08,92.3
2502,2018-11-09,91.7
2503,2018-11-10,91.7
2504,2018-11-11,91.7
2505,2018-11-12,92.8
2506,2018-11-13,91.45
2507,2018-11-14,90.5
2508,2018-11-15,89.95
2509,2018-11-16,89.1
2510,2018-11-17,89.1
2511,2018-11-18,89.1
2512,2018-11-19,88.75
2513,2018-11-20,88.05
2514,2018-11-21,87.8
2515,2018-11-22,88.6
2516,2018-11-23,88.25
2517,2018-11-24,88.25
2518,2018-11-25,88.25
2519,2018-11-26,88.55
2520,2018-11-27,88.6
2521,2018-11-28,88.6
2522,2018-11-29,88.6
2523,2018-11-30,88.4
2524,2018-12-01,88.4
2525,2018-12-02,88.4
2526,2018-12-03,86.0
2527,2018-12-04,85.8
2528,2018-12-05,86.05
2529,2018-12-06,86.4
2530,2018-12-07,86.55
2531,2018-12-08,86.55
2532,2018-12-09,86.55
2533,2018-12-10,86.55
2534,2018-12-11,86.95
2535,2018-12-12,87.7
2536,2018-12-13,87.9
2537,2018-12-14,88.5
2538,2018-12-15,88.5
2539,2018-12-16,88.5
2540,2018-12-17,88.6
2541,2018-12-18,88.4
2542,2018-12-19,88.25
2543,2018-12-20,88.55
2544,2018-12-21,88.0
2545,2018-12-22,88.0
2546,2018-12-23,88.0
2547,2018-12-24,88.0
2548,2018-12-25,88.0
2549,2018-12-26,87.5
2550,2018-12-27,87.25
2551,2018-12-28,88.0
2552,2018-12-29,88.0
2553,2018-12-30,88.0
2554,2018-12-31,86.7
2555,2019-01-01,86.7
2556,2019-01-02,85.45
2557,2019-01-03,83.75
2558,2019-01-04,83.45
2559,2019-01-05,83.45
2560,2019-01-06,83.45
2561,2019-01-07,81.5
2562,2019-01-08,82.05
2563,2019-01-09,82.05
2564,2019-01-10,82.15
2565,2019-01-11,82.55
2566,2019-01-12,82.55
2567,2019-01-13,82.55
2568,2019-01-14,82.0
2569,2019-01-15,82.5
2570,2019-01-16,82.95
2571,2019-01-17,83.4
2572,2019-01-18,83.2
2573,2019-01-19,83.2
2574,2019-01-20,83.2
2575,2019-01-21,82.3
2576,2019-01-22,82.0
2577,2019-01-23,81.95
2578,2019-01-24,81.85
2579,2019-01-25,81.5
2580,2019-01-26,81.5
2581,2019-01-27,81.5
2582,2019-01-28,79.0
2583,2019-01-29,79.75
2584,2019-01-30,79.85
2585,2019-01-31,79.05
2586,2019-02-01,77.75
2587,2019-02-02,77.75
2588,2019-02-03,77.75
2589,2019-02-04,76.3
2590,2019-02-05,75.7
2591,2019-02-06,76.05
2592,2019-02-07,75.2
2593,2019-02-08,74.1
2594,2019-02-09,74.1
2595,2019-02-10,74.1
2596,2019-02-11,73.6
2597,2019-02-12,73.15
2598,2019-02-13,74.1
2599,2019-02-14,73.75
2600,2019-02-15,74.1
2601,2019-02-16,74.1
2602,2019-02-17,74.1
2603,2019-02-18,74.1
2604,2019-02-19,74.05
2605,2019-02-20,74.35
2606,2019-02-21,74.25
2607,2019-02-22,74.1
2608,2019-02-23,74.1
2609,2019-02-24,74.1
2610,2019-02-25,73.25
2611,2019-02-26,74.05
2612,2019-02-27,75.05
2613,2019-02-28,75.05
2614,2019-03-01,74.6
2615,2019-03-02,74.6
2616,2019-03-03,74.6
2617,2019-03-04,75.1
2618,2019-03-05,74.5
2619,2019-03-06,73.45
2620,2019-03-07,73.15
2621,2019-03-08,72.35
2622,2019-03-09,72.35
2623,2019-03-10,72.35
2624,2019-03-11,72.3
2625,2019-03-12,72.65
2626,2019-03-13,71.8
2627,2019-03-14,71.95
2628,2019-03-15,71.4
2629,2019-03-16,71.4
2630,2019-03-17,71.4
2631,2019-03-18,71.45
2632,2019-03-19,71.25
2633,2019-03-20,71.2
2634,2019-03-21,70.95
2635,2019-03-22,70.85
2636,2019-03-23,70.85
2637,2019-03-24,70.85
2638,2019-03-25,70.7
2639,2019-03-26,70.7
2640,2019-03-27,70.6
2641,2019-03-28,70.45
2642,2019-03-29,70.4
2643,2019-03-30,70.4
2644,2019-03-31,70.4
2645,2019-04-01,58.75
2646,2019-04-02,56.4
2647,2019-04-03,54.8
2648,2019-04-04,56.05
2649,2019-04-05,56.25
2650,2019-04-06,56.25
2651,2019-04-07,56.25
2652,2019-04-08,58.7
2653,2019-04-09,59.05
2654,2019-04-10,59.8
2655,2019-04-11,59.8
2656,2019-04-12,60.15
2657,2019-04-13,60.15
2658,2019-04-14,60.15
2659,2019-04-15,59.4
2660,2019-04-16,59.6
2661,2019-04-17,59.6
2662,2019-04-18,59.4
2663,2019-04-19,59.4
2664,2019-04-20,59.4
2665,2019-04-21,59.4
2666,2019-04-22,59.4
2667,2019-04-23,59.65
2668,2019-04-24,59.35
2669,2019-04-25,59.35
2670,2019-04-26,59.0
2671,2019-04-27,59.0
2672,2019-04-28,59.0
2673,2019-04-29,58.85
2674,2019-04-30,59.05
2675,2019-05-01,58.35
2676,2019-05-02,59.15
2677,2019-05-03,60.9
2678,2019-05-04,60.9
2679,2019-05-05,60.9
2680,2019-05-06,60.5
2681,2019-05-07,59.6
2682,2019-05-08,60.45
2683,2019-05-09,59.35
2684,2019-05-10,59.15
2685,2019-05-11,59.15
2686,2019-05-12,59.15
2687,2019-05-13,58.7
2688,2019-05-14,59.25
2689,2019-05-15,58.95
2690,2019-05-16,58.5
2691,2019-05-17,58.4
2692,2019-05-18,58.4
2693,2019-05-19,58.4
2694,2019-05-20,58.3
2695,2019-05-21,58.2
2696,2019-05-22,58.0
2697,2019-05-23,57.8
2698,2019-05-24,57.5
2699,2019-05-25,57.5
2700,2019-05-26,57.5
2701,2019-05-27,57.5
2702,2019-05-28,57.05
2703,2019-05-29,56.9
2704,2019-05-30,56.8
2705,2019-05-31,56.8
2706,2019-06-01,56.8
2707,2019-06-02,56.8
2708,2019-06-03,51.55
2709,2019-06-04,52.3
2710,2019-06-05,51.6
2711,2019-06-06,51.85
2712,2019-06-07,52.35
2713,2019-06-08,52.35
2714,2019-06-09,52.35
2715,2019-06-10,53.0
2716,2019-06-11,51.05
2717,2019-06-12,50.5
2718,2019-06-13,50.25
2719,2019-06-14,50.0
2720,2019-06-15,50.0
2721,2019-06-16,50.0
2722,2019-06-17,49.35
2723,2019-06-18,48.65
2724,2019-06-19,48.7
2725,2019-06-20,48.95
2726,2019-06-21,49.0
2727,2019-06-22,49.0
2728,2019-06-23,49.0
2729,2019-06-24,48.95
2730,2019-06-25,48.95
2731,2019-06-26,48.9
2732,2019-06-27,48.9
2733,2019-06-28,48.85
2734,2019-06-29,48.85
2735,2019-06-30,48.85
2736,2019-07-01,50.55
2737,2019-07-02,51.45
2738,2019-07-03,52.8
2739,2019-07-04,55.3
2740,2019-07-05,56.3
2741,2019-07-06,56.3
2742,2019-07-07,56.3
2743,2019-07-08,57.05
2744,2019-07-09,56.4
2745,2019-07-10,58.1
2746,2019-07-11,58.5
2747,2019-07-12,57.85
2748,2019-07-13,57.85
2749,2019-07-14,57.85
2750,2019-07-15,57.75
2751,2019-07-16,57.3
2752,2019-07-17,57.8
2753,2019-07-18,57.65
2754,2019-07-19,58.0
2755,2019-07-20,58.0
2756,2019-07-21,58.0
2757,2019-07-22,58.1
2758,2019-07-23,58.1
2759,2019-07-24,58.1
2760,2019-07-25,58.1
2761,2019-07-26,58.1
2762,2019-07-27,58.1
2763,2019-07-28,58.1
2764,2019-07-29,58.0
2765,2019-07-30,57.9
2766,2019-07-31,57.9
2767,2019-08-01,58.55
2768,2019-08-02,58.15
2769,2019-08-03,58.15
2770,2019-08-04,58.15
2771,2019-08-05,57.05
2772,2019-08-06,56.1
2773,2019-08-07,56.15
2774,2019-08-08,56.5
2775,2019-08-09,56.25
2776,2019-08-10,56.25
2777,2019-08-11,56.25
2778,2019-08-12,56.3
2779,2019-08-13,56.4
2780,2019-08-14,56.1
2781,2019-08-15,56.0
2782,2019-08-16,55.9
2783,2019-08-17,55.9
2784,2019-08-18,55.9
2785,2019-08-19,55.8
2786,2019-08-20,55.65
2787,2019-08-21,55.35
2788,2019-08-22,55.1
2789,2019-08-23,54.9
2790,2019-08-24,54.9
2791,2019-08-25,54.9
2792,2019-08-26,54.9
2793,2019-08-27,54.95
2794,2019-08-28,54.8
2795,2019-08-29,54.7
2796,2019-08-30,55.0
2797,2019-08-31,55.0
2798,2019-09-01,55.0
2799,2019-09-02,55.3
2800,2019-09-03,56.95
2801,2019-09-04,56.75
2802,2019-09-05,57.4
2803,2019-09-06,57.65
2804,2019-09-07,57.65
2805,2019-09-08,57.65
2806,2019-09-09,58.4
2807,2019-09-10,60.65
2808,2019-09-11,60.45
2809,2019-09-12,60.75
2810,2019-09-13,60.95
2811,2019-09-14,60.95
2812,2019-09-15,60.95
2813,2019-09-16,61.75
2814,2019-09-17,61.55
2815,2019-09-18,61.05
2816,2019-09-19,60.9
2817,2019-09-20,61.25
2818,2019-09-21,61.25
2819,2019-09-22,61.25
2820,2019-09-23,60.9
2821,2019-09-24,61.0
2822,2019-09-25,60.25
2823,2019-09-26,60.9
2824,2019-09-27,60.4
2825,2019-09-28,60.4
2826,2019-09-29,60.4
2827,2019-09-30,60.9
2828,2019-10-01,60.0
2829,2019-10-02,59.4
2830,2019-10-03,59.2
2831,2019-10-04,59.65
2832,2019-10-05,59.65
2833,2019-10-06,59.65
2834,2019-10-07,60.25
2835,2019-10-08,61.3
2836,2019-10-09,60.75
2837,2019-10-10,60.7
2838,2019-10-11,60.75
2839,2019-10-12,60.75
2840,2019-10-13,60.75
2841,2019-10-14,60.92
2842,2019-10-15,60.43
2843,2019-10-16,60.25
2844,2019-10-17,60.1
2845,2019-10-18,60.0
2846,2019-10-19,60.0
2847,2019-10-20,60.0
2848,2019-10-21,60.1
2849,2019-10-22,60.15
2850,2019-10-23,60.15
2851,2019-10-24,59.9
2852,2019-10-25,60.15
2853,2019-10-26,60.15
2854,2019-10-27,60.15
2855,2019-10-28,56.4
2856,2019-10-29,56.7
2857,2019-10-30,56.2
2858,2019-10-31,56.4
2859,2019-11-01,56.95
2860,2019-11-02,56.95
2861,2019-11-03,56.95
2862,2019-11-04,56.75
2863,2019-11-05,56.9
2864,2019-11-06,56.1
2865,2019-11-07,56.2
2866,2019-11-08,55.8
2867,2019-11-09,55.8
2868,2019-11-10,55.8
2869,2019-11-11,55.2
2870,2019-11-12,55.3
2871,2019-11-13,55.3
2872,2019-11-14,55.75
2873,2019-11-15,55.85
2874,2019-11-16,55.85
2875,2019-11-17,55.85
2876,2019-11-18,54.8
2877,2019-11-19,55.35
2878,2019-11-20,55.5
2879,2019-11-21,56.05
2880,2019-11-22,55.95
2881,2019-11-23,55.95
2882,2019-11-24,55.95
2883,2019-11-25,55.9
2884,2019-11-26,56.15
2885,2019-11-27,55.85
2886,2019-11-28,56.1
2887,2019-11-29,56.4
2888,2019-11-30,56.4
2889,2019-12-01,56.4
2890,2019-12-02,57.3
2891,2019-12-03,56.4
2892,2019-12-04,56.0
2893,2019-12-05,55.2
2894,2019-12-06,54.35
2895,2019-12-07,54.35
2896,2019-12-08,54.35
2897,2019-12-09,54.2
2898,2019-12-10,53.6
2899,2019-12-11,53.5
2900,2019-12-12,54.0
2901,2019-12-13,53.6
2902,2019-12-14,53.6
2903,2019-12-15,53.6
2904,2019-12-16,53.5
2905,2019-12-17,53.5
2906,2019-12-18,53.5
2907,2019-12-19,53.35
2908,2019-12-20,53.45
2909,2019-12-21,53.45
2910,2019-12-22,53.45
2911,2019-12-23,53.4
2912,2019-12-24,53.2
2913,2019-12-25,53.2
2914,2019-12-26,53.2
2915,2019-12-27,53.5
2916,2019-12-28,53.5
2917,2019-12-29,53.5
2918,2019-12-30,52.75
2919,2019-12-31,53.0
2920,2020-01-01,53.0
2921,2020-01-02,52.1
2922,2020-01-03,52.75
2923,2020-01-04,52.75
2924,2020-01-05,52.75
2925,2020-01-06,52.65
2926,2020-01-07,52.55
2927,2020-01-08,52.5
2928,2020-01-09,52.7
2929,2020-01-10,52.9
2930,2020-01-11,52.9
2931,2020-01-12,52.9
2932,2020-01-13,53.5
2933,2020-01-14,52.2
2934,2020-01-15,51.8
2935,2020-01-16,51.0
2936,2020-01-17,50.5
2937,2020-01-18,50.5
2938,2020-01-19,50.5
2939,2020-01-20,49.75
2940,2020-01-21,50.6
2941,2020-01-22,50.25
2942,2020-01-23,50.4
2943,2020-01-24,50.25
2944,2020-01-25,50.25
2945,2020-01-26,50.25
2946,2020-01-27,50.35
2947,2020-01-28,50.35
2948,2020-01-29,50.15
2949,2020-01-30,50.45
2950,2020-01-31,50.35
2951,2020-02-01,50.35
2952,2020-02-02,50.35
2953,2020-02-03,47.7
2954,2020-02-04,48.9
2955,2020-02-05,49.45
2956,2020-02-06,48.9
2957,2020-02-07,48.2
2958,2020-02-08,48.2
2959,2020-02-09,48.2
2960,2020-02-10,47.5
2961,2020-02-11,48.0
2962,2020-02-12,48.75
2963,2020-02-13,49.9
2964,2020-02-14,50.3
2965,2020-02-15,50.3
2966,2020-02-16,50.3
2967,2020-02-17,50.55
2968,2020-02-18,49.7
2969,2020-02-19,49.3
2970,2020-02-20,48.4
2971,2020-02-21,48.3
2972,2020-02-22,48.3
2973,2020-02-23,48.3
2974,2020-02-24,48.0
2975,2020-02-25,48.15
2976,2020-02-26,48.0
2977,2020-02-27,47.9
2978,2020-02-28,47.8
2979,2020-02-29,47.8
2980,2020-03-01,47.8
2981,2020-03-02,46.85
2982,2020-03-03,46.95
2983,2020-03-04,47.3
2984,2020-03-05,47.8
2985,2020-03-06,47.4
2986,2020-03-07,47.4
2987,2020-03-08,47.4
2988,2020-03-09,46.4
2989,2020-03-10,46.4
2990,2020-03-11,46.5
2991,2020-03-12,45.8
2992,2020-03-13,46.55
2993,2020-03-14,46.55
2994,2020-03-15,46.55
2995,2020-03-16,46.5
2996,2020-03-17,47.1
2997,2020-03-18,47.8
2998,2020-03-19,46.9
2999,2020-03-20,47.5
3000,2020-03-21,47.5
3001,2020-03-22,47.5
3002,2020-03-23,47.4
3003,2020-03-24,47.65
3004,2020-03-25,48.25
3005,2020-03-26,47.95
3006,2020-03-27,48.1
3007,2020-03-28,48.1
3008,2020-03-29,48.1
3009,2020-03-30,50.75
3010,2020-03-31,49.3
3011,2020-04-01,48.1
3012,2020-04-02,47.45
3013,2020-04-03,46.1
3014,2020-04-04,46.1
3015,2020-04-05,46.1
3016,2020-04-06,46.3
3017,2020-04-07,47.05
3018,2020-04-08,46.6
3019,2020-04-09,46.8
3020,2020-04-10,46.8
3021,2020-04-11,46.8
3022,2020-04-12,46.8
3023,2020-04-13,46.7
3024,2020-04-14,45.75
3025,2020-04-15,45.3
3026,2020-04-16,45.5
3027,2020-04-17,45.4
3028,2020-04-18,45.4
3029,2020-04-19,45.4
3030,2020-04-20,45.55
3031,2020-04-21,45.45
3032,2020-04-22,45.15
3033,2020-04-23,44.9
3034,2020-04-24,45.05
3035,2020-04-25,45.05
3036,2020-04-26,45.05
3037,2020-04-27,39.1
3038,2020-04-28,38.45
3039,2020-04-29,39.0
3040,2020-04-30,39.85
3041,2020-05-01,39.5
3042,2020-05-02,39.5
3043,2020-05-03,39.5
3044,2020-05-04,39.0
3045,2020-05-05,39.6
3046,2020-05-06,40.0
3047,2020-05-07,40.2
3048,2020-05-08,40.0
3049,2020-05-09,40.0
3050,2020-05-10,40.0
3051,2020-05-11,39.9
3052,2020-05-12,39.7
3053,2020-05-13,39.35
3054,2020-05-14,39.1
3055,2020-05-15,38.75
3056,2020-05-16,38.75
3057,2020-05-17,38.75
3058,2020-05-18,38.85
3059,2020-05-19,38.85
3060,2020-05-20,38.8
3061,2020-05-21,38.75
3062,2020-05-22,38.65
3063,2020-05-23,38.65
