,Date,Wind_energy
893,2013-06-12,44089.0
894,2013-06-13,216627.0
895,2013-06-14,219502.0
896,2013-06-15,186066.0
897,2013-06-16,197777.0
898,2013-06-17,52209.0
899,2013-06-18,55772.0
900,2013-06-19,136047.0
901,2013-06-20,156459.0
902,2013-06-21,364729.0
903,2013-06-22,167271.0
904,2013-06-23,211293.0
905,2013-06-24,82669.0
906,2013-06-25,276755.0
907,2013-06-26,447133.0
908,2013-06-27,114281.0
909,2013-06-28,50266.0
910,2013-06-29,218325.0
911,2013-06-30,230982.0
912,2013-07-01,166639.0
913,2013-07-02,48987.0
914,2013-07-03,152669.0
915,2013-07-04,42353.0
916,2013-07-05,39227.0
917,2013-07-06,42873.0
918,2013-07-07,36448.0
919,2013-07-08,29697.0
920,2013-07-09,18697.0
921,2013-07-10,193976.0
922,2013-07-11,172892.0
923,2013-07-12,90486.0
924,2013-07-13,124583.0
925,2013-07-14,177812.0
926,2013-07-15,108825.0
927,2013-07-16,43929.0
928,2013-07-17,44521.0
929,2013-07-18,66407.0
930,2013-07-19,179270.0
931,2013-07-20,68735.0
932,2013-07-21,37164.0
933,2013-07-22,23168.0
934,2013-07-23,80945.0
935,2013-07-24,77257.0
936,2013-07-25,20012.0
937,2013-07-26,29163.0
938,2013-07-27,45312.0
939,2013-07-28,182392.0
940,2013-07-29,65018.0
941,2013-07-30,228684.0
942,2013-07-31,293198.0
943,2013-08-01,39036.0
944,2013-08-02,103348.0
945,2013-08-03,161362.0
946,2013-08-04,48456.0
947,2013-08-05,65047.0
948,2013-08-06,128298.0
949,2013-08-07,40515.0
950,2013-08-08,130979.0
951,2013-08-09,36612.0
952,2013-08-10,76604.0
953,2013-08-11,165636.0
954,2013-08-12,163721.0
955,2013-08-13,243835.0
956,2013-08-14,280790.0
957,2013-08-15,50594.0
958,2013-08-16,95443.0
959,2013-08-17,89855.0
960,2013-08-18,242792.0
961,2013-08-19,91271.0
962,2013-08-20,130936.0
963,2013-08-21,19144.0
964,2013-08-22,25660.0
965,2013-08-23,115309.0
966,2013-08-24,210376.0
967,2013-08-25,307724.0
968,2013-08-26,284985.0
969,2013-08-27,133146.0
970,2013-08-28,35453.0
971,2013-08-29,12635.0
972,2013-08-30,38887.0
973,2013-08-31,183403.0
974,2013-09-01,319967.0
975,2013-09-02,652406.0
976,2013-09-03,251226.0
977,2013-09-04,15632.0
978,2013-09-05,115358.0
979,2013-09-06,290699.0
980,2013-09-07,228128.0
981,2013-09-08,237867.0
982,2013-09-09,225450.0
983,2013-09-10,227850.0
984,2013-09-11,176348.0
985,2013-09-12,15908.0
986,2013-09-13,50705.0
987,2013-09-14,69960.0
988,2013-09-15,109299.0
989,2013-09-16,251875.0
990,2013-09-17,199756.0
991,2013-09-18,172445.0
992,2013-09-19,174675.0
993,2013-09-20,111010.0
994,2013-09-21,76893.0
995,2013-09-22,250716.0
